_id,createdAt,direction,entry,exit,startIndex,startDate,stop,ticker,totalDays
d47gpQbzY3Q2XQ2Gq,1429469886725,up,95.22,95.61,110,1198108800,89,JEC,7
KoDR7HecF6SNFQp2p,1429469920386,up,89.78,84,125,1200268800,84,JEC,2
nAtZeFfPPkZKXFuQB,1429469955848,up,81.67,79.89,153,1203897600,74,JEC,6
6zGWLLtwkhKQyJWR4,1429470027234,up,57.58,59.27,90,1364428800,55.98,D,12
7TRmeAZ9Rsevsazy4,1429470057370,up,61.04,60.47,106,1366588800,59,D,11
3KbZAbf2gxg3cDcob,1429470080797,down,55.40,58,136,1370304000,58,D,27
vquxQYahFsjyPYrDK,1429470109326,down,59.65,58.41,165,1373932800,60.55,D,40
MhZpg7LrewBvvNdMC,1429470156112,up,62.90,64.55,90,1178582400,61.98,HUM,2
aqd27346PvxmPykhT,1429470173258,up,64.72,63.32,94,1179100800,62.11,HUM,8
isaBDRXu9nooAhXQa,1429470191744,up,63.39,62.09,104,1180396800,62.09,HUM,3
b3DsXiytZoWRWBQz5,1429470212065,up,62.57,61.77,115,1181692800,61.77,HUM,1
rGiJSgQufnoLzgovZ,1429470249936,down,13.71,14.55,90,1316649600,15.22,LEN,12
9idS48XDQ5eQ3YgGp,1429470355566,up,59.19,55.98,90,1302048000,55.98,EMR,9

Total Wins  Total Losses  Avg Win Avg Loss  Ending Capital (using R = 1%)
39          61            0.96    -0.85     8630
